DIGITAL_OBJECT - URL_TEXT,DIGITAL_OBJECT - URL,RECORD_URL,DESC,YEAR_DISPLAY,NAME,WILL_NO,YEAR,SHIP,PROPERTY,PROPERTY_INDEX,CORRES_SUBJ,SUBJ_SR,NAME_TITLE,NAME_RANK,NAME_SEE_ALSO,DESC_SR
CSO3-1-1 / B / Image 16,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-16,https://stors.tas.gov.au/NI/1590510,"Insecure state repairs (13495)|Buildings at (10450)|Survey of supply of notes, seat of government (1283)|Proposal another situation for lock-up house (15300)|Claim by Lewins   (9782)|A medical man  (16002)|Burial ground to be fenced (16199)|Robbery of store and land to be sold (17138)|Watchman at the store (17267)|Carriage of bullocks (490)|Timber per Waterloo (417)|Memorial for a court requests (18276)",1824-1836,,"9496, 13495, 10450, 1283, 15300, 9782, 16002, 16199, 17138, 17267, 490, 417, 18276",1824-1836,,,,Brighton Jail,Brighton Jail,,,,
CSO3-1-1 / B / Image 17,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-17,https://stors.tas.gov.au/NI/1590516,For assigned servants,1824-1836,"Blinkworth, J.E",8249,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 18,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-18,https://stors.tas.gov.au/NI/1590532,"Sergeant James Bilton appointed Jailor (11002)|Bridgewater (6777)|Weekly returns (11623)|Offences heard and determined (11265)|As to reducing strength (sawyers wanted) (12910)|Clothes from men, previous to gang (14932)|Storekeeper (12761)|Want of flour (15208)|State of the cells. Shingles for the chapel (15219)|Lieutenant Governors visit (16498)|Rations (17635)|Ferry tolls. Tender for the ferry (18698)",1824-1836,,"11002, 1162, 6777, 11623, 11265, 12910, 14932, 12761, 15208, 15219, 16498, 17635, 18698",1824-1836,,,,Bridgewater Jail,Bridgewater Jail,,,,
CSO3-1-1 / B / Image 19,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-19,https://stors.tas.gov.au/NI/1590535,For a location at Newtown,1824-1836,"Bowden, Joseph",2960,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 19,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-19,https://stors.tas.gov.au/NI/1590547,"For brick makers and sawyers (753)|Offering his fleet to Government (765)|No permit with Colonel Sorell's goods (766)|Vouchers (769)|Police fund (871)|For payment of office rent (877)|Sundry papers relative to his prosecution by the Attorney General (1268)|Broughtons charge against him as to his leaving the Colony (432)|To introduce Mr Bromley at Government House (741)|Recommending Broughton property being seized (7178)|His town allotment (7179)|Convict land (7262)|Statement of affairs required, amount due (15949)",1824-1836,"Bromley, E.F","753, 765, 766, 769, 871, 877, 1268, 432, 741, 7178, 7179, 7262, 15949",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 19,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-19,https://stors.tas.gov.au/NI/1590554,Memo from Launceston Jail (1714)|Under sentence praying for mercy (770),1824-1836,"Brown, Charles","1714, 770",1824-1836,,Launceston Jail,Launceston Jail,,,,,,
CSO3-1-1 / B / Image 19,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-19,https://stors.tas.gov.au/NI/1590559,Memo on being committed for further examination (2954)|To marry (5494)|Holding a ticket of leave and being allowed to keep sheep (5730),1824-1836,"Brown, John","2954, 5494, 5730",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 19,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-19,https://stors.tas.gov.au/NI/1590561,For his wife to be sent out (458)|To be removed into the interior (6770)|For a ticket of leave (6949)|To lease of land (11779)|Foreman Rock Road (13133)|Employment (14463)|For employment (17943)|Recommending (19083),1824-1836,"Brown, F.E.D","458, 6770, 6949, 11779, 13133, 14463, 17943, 19083",1824-1836,Medway,,,,,,,,
CSO3-1-1 / B / Image 20,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-20,https://stors.tas.gov.au/NI/1590564,Remuneration for loss by robbery,1824-1836,"Brodie, P",744,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 20,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-20,https://stors.tas.gov.au/NI/1590567,For Cable and Anchor (751)|Sale of the store (2552)|Land (3648)|A piece of land (16967),1824-1836,"Bostock, Robert","751, 2552, 3648, 16967",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 20,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-20,https://stors.tas.gov.au/NI/1590573,To purchase bellows (5725)|To be assigned to his wife (5081)|For his wife and family to be sent out (394),1824-1836,"Bowen, Samuel","5725, 5081, 394",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 20,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-20,https://stors.tas.gov.au/NI/1590574,Memo for clothing,1824-1836,"Byron, H",115,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 20,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-20,https://stors.tas.gov.au/NI/1590575,Charge of assault (145)|Bromleys defalcation (432)|His emancipation (1233)|For certain papers to be produced at his trial (1266)|Private claim against the Naval Officer (1267)|Remuneration for two roads being opened at his farm at New Town (6134)|His death (7610)|Land (Overseer) (8483),1824-1836,"Broughton, B","145, 432, 1233, 1266, 1267, 6134, 7610, 8483",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 20,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-20,https://stors.tas.gov.au/NI/1590576,Charles Wellings (826)|For compensation for loss of fees (11757)|Irregularity in attendance at office (9410)|To be appointed Factory (14213)|For a stated salary in place of fees (14773)|Removal from office (16798)|Remuneration (18787),1824-1836,"Boyd, A","585, 826, 11757, 9410, 14213, 14773, 16798, 18787",1824-1836,,Female House of Correction,Female House of Correction,,,,,,
CSO3-1-1 / B / Image 20,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-20,https://stors.tas.gov.au/NI/1590577,Memo for land (738)|Land (830)|To purchase land (2410)|Valuation of his house at Port Dalrymple (3151)|Assigned servants (10455),1824-1836,"Bonney, Joseph","150, 738, 830, 2410, 3151, 10455",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 20,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-20,https://stors.tas.gov.au/NI/1590580,For his wife to be sent out,1824-1836,"Bonnich, Charles",628,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 20,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-20,https://stors.tas.gov.au/NI/1590582,For a pardon (858)|To take his wife to Sydney (6905),1824-1836,"Boon, John","858, 6905",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 21,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-21,https://stors.tas.gov.au/NI/1590585,For a ticket of leave,1824-1836,"Brown, Henry",5372,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 21,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-21,https://stors.tas.gov.au/NI/1590602,For a ticket of leave,1824-1836,"Bowie, Malcolm",4406,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 22,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-22,https://stors.tas.gov.au/NI/1590620,For Land (7376)|Appointed auctioneer  (12991)|To rent Glebe land (18096)|Remission of fines. Memorial (18895),1824-1836,"Brodie, James Sinclair","7376, 12991, 18096, 18895",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 22,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-22,https://stors.tas.gov.au/NI/1590627,As to its erection to be a lock safe house (2950)|Four (14908)|Requisitions (11616)|Repairs (road) (13314)|Appointment of Mr James Baldwin (Goaler) (5343)|James Huddlefield appointed Baldwin dismissed (11302)|Buildings (13314)|As to erection (military barracks) (4854)|To be built and solitary cells (Gaol) (15313)|As to erection (Commissary store) (4854)|Ground for one (pound) (16144)|Burial ground (5173)|Pound used by (16537)|Report of Committee state of lack house (men) (17405)|Hut for field police constables (5109)|Full police station (17525)|Bothwell police office (5109)|Township (draining) (10698),1824-1836,,"2950, 14908, 11616, 13314, 5343, 11302, 13314, 4854, 15313, 4854, 16144, 5173, 16537, 17405, 5109, 17525, 5109, 3369, 10698",1824-1836,,,,Bothwell Goal,Bothwell Goal,,,,
CSO3-1-1 / B / Image 23,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-23,https://stors.tas.gov.au/NI/1590637,For assistance to build,1824-1836,"Brown, George",17608,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 23,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-23,https://stors.tas.gov.au/NI/1590643,Assignment (13785)|Weekly list of assignments to be published (13942)|Proposing charge for convict for labour (11502)|Appropriation of the loan gang (16546)|Number of government employees to be reduced (17507)|Assignment of depot ordnance officer taking charge (18409),1824-1836,,"13785, 13942, 11502, 16546, 17507, 18409",1824-1836,,,,Board,Board,,,,
CSO3-1-1 / B / Image 23,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-23,https://stors.tas.gov.au/NI/1590645,"Land at, for a school",1824-1836,,17676,1824-1836,,,,Browns River,Browns River,,,,
CSO3-1-1 / B / Image 24,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-24,https://stors.tas.gov.au/NI/1590655,For mechanics (10648)|Passage to Launceston (11205)|Allowance of water (11938),1824-1836,"Browne, Joseph J","10648, 11205, 11938",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 24,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-24,https://stors.tas.gov.au/NI/1590657,For a conditional pardon,1824-1836,"Bryle, Owen",7191,1824-1836,Almorah,,,,,,,,
CSO3-1-1 / B / Image 24,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-24,https://stors.tas.gov.au/NI/1590661,For his family (7415)|As to payment of ?Â¿45.2.2 into the savings bank (7432),1824-1836,"Bowden, Edward","7415, 7432",1824-1836,Govenor Ready,,,,,,,,
CSO3-1-1 / B / Image 24,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-24,https://stors.tas.gov.au/NI/1590664,For a jetty allotment (8041)|Men to build steam boat (16956)|Proposing a bridge over the South Esk (16212)|Employed (2444)|Supplying Launceston with water (16937),1824-1836,"Brown, John Andrew","8041, 16956, 16212, 2444, 16937",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 24,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-24,https://stors.tas.gov.au/NI/1590666,Old house to be pulled down (7815)|Improper conduct and directions for its prevention (511),1824-1836,,"7815, 511",1824-1836,,,,Boats Crew,Boats Crew,,,,
CSO3-1-1 / B / Image 24,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-24,https://stors.tas.gov.au/NI/1590675,Appointed for the situation at Bruni,1824-1836,"Boultbee, John",6498,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 25,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-25,https://stors.tas.gov.au/NI/1590687,Bullock (737)|Land (3636)|Return of offences  (1750)|Mechanics on loan and assigned servants (3232)|Loan of ?Â¿50 (8898)|Land for Richmond township (16447)|Police Chief writing in newspapers (15195)|Charge for supplying stone for public building (16394)|For a log of pine (19147),1824-1836,,"737, 3636, 1750, 3232, 8898, 16447, 15195, 16394, 19147",1824-1836,Bullock,,,Bullock (ship),Bullock (ship),,,,
CSO3-1-1 / B / Image 25,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-25,https://stors.tas.gov.au/NI/1590688,For a ticket of leave,1824-1836,"Bruce, William",5791,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 25,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-25,https://stors.tas.gov.au/NI/1590693,For assigned servants (4541)|For his licence to be restored (9609)|That his wife be placed in the asylum (12983),1824-1836,"Burgess, George","4541, 9609, 12983",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 25,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-25,https://stors.tas.gov.au/NI/1590695,Application to purchase land of Murray (116)|Land  (3662)|For assigned servants (8108)|Bridge over Harrington Street  (11257),1824-1836,"Butler, Gamaliel","116, 3662, 8108, 11257",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 25,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-25,https://stors.tas.gov.au/NI/1590697,Complaining of Captain Smith (2818)|Recommended by J. Deane (5651)|Recommended to have a monthly pass (4845)|For his pardon (1696),1824-1836,"Bucheri, Vicenza","2818, 5651, 4845, 1696",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 25,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-25,https://stors.tas.gov.au/NI/1590703,For a ticket of leave,1824-1836,"Burnham, Henry",5080,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 25,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-25,https://stors.tas.gov.au/NI/1590704,Recommended for a watchman,1824-1836,"Burton, William",5025,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 26,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-26,https://stors.tas.gov.au/NI/1590707,Under sentence of death praying for mitigation of sentence,1824-1836,"Burgh, Charles",190,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 26,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-26,https://stors.tas.gov.au/NI/1590720,"Charges incurred in their pursuit (James Austins offence) (5976)|Bradys gang account of their proceedings and capture and distribution of rewards for their apprehension (4114)|Strong and others their proceedings and apprehension. Rewards (295)|Williamson and Webb (187)|Party who attempted to capture Emma Kemps (3209)|Gardner Dicken and Duncan (6086)|Jeffreys (6085)|Capture of W. Priest (6068)|Amount of money paid for their apprehension from 23 October to 26 May (4116)|Escape of four convicts from Maria Island (4314)|Pollock and Godliman respecting them (4682)|Pearson and others (William) Priest (5195)|Brow W. to thus praying for mitigation of sentence (3878)|Copy of a letter sent to Colonel Davey from them (5399)|Baker Achton Gibson Nowles (7154)|Arrangements under Captain England for the capture, rewards. General (15211)|Capture of (15271)|All assigned servants to be taken away (15972)|Capture of four on the banks of the Tamar (16148)|Military and police to scour from Campbell Town to Oyster Bay (17855)|Reward for the capture of Hunt (18333)|Act to put case (19124)|Murder of John Law (3056)|Rewards for capture of Patrick Dunn (249)",1824-1836,,"5976, 4114, 295, 187, 3209, 6086, 6085, 6068, 4116, 4314, 4682, 5195, 3878, 5399, 7154, 15211, 15271, 15972, 16148, 17855, 18333, 19124, 3056, 249",1824-1836,,,,Bushrangers,Bushrangers,,,,
CSO3-1-1 / B / Image 27,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-27,https://stors.tas.gov.au/NI/1590721,To be maintained by the Ordnance (577)|Return of public buildings and buildings land for the service (2597)|Exclusively for Convicts to be defrayed through the Commissariat (482)|Occupied by the Officer in Charge of the Commissariat converted into a Colonial Military Hospital (3178),1824-1836,,"577, 2597, 482, 3178, 4312, 4347",1824-1836,,,,Buildings,Buildings,,,,
CSO3-1-1 / B / Image 27,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-27,https://stors.tas.gov.au/NI/1590722,"Returns 1827 (5714)|Returns 1828 (8248)|Returns 1829 (9834)|Returns 1830 (10678)|Returns  1831 (12560)|Returns 1832 (14239)|Returns 1833 (14917)|Chief District Constable horse line for returns (16743)|1834, 1835 (16743)|1836 (17660)",1824-1836,,"5714, 8248, 9834, 10678, 12560, 14239, 14917, 16743, 16743, 17660",1824-1836,,,,Blue Book,Blue Book,,,,
CSO3-1-1 / B / Image 28,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-28,https://stors.tas.gov.au/NI/1590728,For release (828)|For his wife to be transferred to him (6626),1824-1836,"Burke, William","828, 6626",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 28,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-28,https://stors.tas.gov.au/NI/1590730,Land (832)|For remuneration for crossing constables (7967)|Servants (12355),1824-1836,"Brumby, William","832, 7967, 12355",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 28,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-28,https://stors.tas.gov.au/NI/1590734,For his wife to be released from the Factory,1824-1836,"Burton, William",3422,1824-1836,,Female House of Correction,Female House of Correction,,,,,,
CSO3-1-1 / B / Image 28,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-28,https://stors.tas.gov.au/NI/1590738,To slaughter at their houses (17214)|Regulation for the erection of shops (3208),1824-1836,,"17214, 3208",1824-1836,,,,Butchers,Butchers,,,,
CSO3-1-1 / B / Image 28,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-28,https://stors.tas.gov.au/NI/1590741,Increase of salary (850)|For employment (11292)|As to his pay as clerk at the gaol (3995)|Resigning his situation (6933),1824-1836,"Bull, Thomas","850, 11292, 3995, 6933",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 28,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-28,https://stors.tas.gov.au/NI/1590744,For certificate of his town allotment,1824-1836,"Burgess, Henry",863,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 28,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-28,https://stors.tas.gov.au/NI/1590749,For a servant (2247)|Land (3649)|Lakeland respecting his servant (4683)|As servant (8420)|Application Constable  (8678)|Resignation as Division Constable (14465),1824-1836,"Buxton, Thomas","2247, 3649, 4683, 8420, 8678, 14465",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 29,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-29,https://stors.tas.gov.au/NI/1590756,For a ticket of leave,1824-1836,"Buff, William",4222,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 29,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-29,https://stors.tas.gov.au/NI/1590759,For Thomas Ashton,1824-1836,"Buggs, John",6130,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 29,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-29,https://stors.tas.gov.au/NI/1590760,Memo for Burgess to be removed to Maria Island (5743)|For town allotment (7330),1824-1836,"Burgess, Mary Ann William","5743, 7330",1824-1836,,Maria Island Penal Settlement,Maria Island Penal Settlement,,,,,,
CSO3-1-1 / B / Image 29,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-29,https://stors.tas.gov.au/NI/1590761,Appointment for the Presbyterian Church,1824-1836,,5746,1824-1836,,,,Burial Ground,Burial Ground,,,,
CSO3-1-1 / B / Image 1,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-1,https://stors.tas.gov.au/NI/1590778,Memo for the remediation of his time.,1824-1836,"Bullas, John",6211,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 1,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-1,https://stors.tas.gov.au/NI/1590779,For a free pardon,1824-1836,"Burkinshaw, John",2928,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 1,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-1,https://stors.tas.gov.au/NI/1590781,For a servant,1824-1836,"Buckley, Given Name Not Recorded",6694,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 1,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-1,https://stors.tas.gov.au/NI/1590783,For a ticket of leave,1824-1836,"Bunce, Thomas",6462,1824-1836,Chapman,,,,,,,,
CSO3-1-1 / B / Image 1,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-1,https://stors.tas.gov.au/NI/1590784,For a passage to Calcutta,1824-1836,"Buckall, Andy",6587,1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 2,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-2,https://stors.tas.gov.au/NI/1590791,Recommending for a ticket of leave (6986)|Promise made by Colonel Balfour  (5940),1824-1836,"Bull, William","6986, 5940",1824-1836,,,,,,,,,
CSO3-1-1 / B / Image 2,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-4-2,https://stors.tas.gov.au/NI/1590793,For his son to be admitted into the Orphan School,1824-1836,"Butcher, William",4532,1824-1836,,Queen's Orphan School,Queen's Orphan School,,,,,,
CSO3-1-1 / C / Image 3,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-5-3,https://stors.tas.gov.au/NI/1590806,Offering terms for the military canteen (107)|Assigned servants (10290)|Land (8748)|For compensation (9164),1824-1836,"Carlin, P","107, 10290, 8748, 9164",1824-1836,,,,,,,,,
CSO3-1-1 / C / Image 3,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-5-3,https://stors.tas.gov.au/NI/1590808,Offering his services (2784)|Soliciting employ (985)|Relative to a certain case (4755)|Memo for naval appointment (4347),1824-1836,"Crabtree, Thomas","2784, 985, 4755, 4347",1824-1836,,,,,,,,,
CSO3-1-1 / C / Image 3,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-5-3,https://stors.tas.gov.au/NI/1590810,Gunn and Clithero (234)|Solicitor General (273)|Williams complaining (17687)|Government memos to admonish him (33)|Charged with neglect of duty (2649)|Brentrell complaining of him (9498)|Sheriff  (17009)|For a horse (9669)|To be appointed gaoler (14707)|Sheriff complaining  (16881)|Information E. Abbott (18822),1824-1836,"Capon, Thomas","234, 273, 17687, 33, 2649, 9498, 17009, 9669, 14707, 16881, 18822",1824-1836,,,,,,,,,
CSO3-1-1 / C / Image 3,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-5-3,https://stors.tas.gov.au/NI/1590811,For the remission of their sentence (and others),1824-1836,"Carter , Joseph James",7361,1824-1836,,,,,,,,,
CSO3-1-1 / C / Image 4,https://stors.tas.gov.au/CSO3-1-1$init=CSO3-1-1-5-4,https://stors.tas.gov.au/NI/1590813,Respecting Sergeant Kerivain (312)|Invalids (3176)|Criminal under sentence (3171)|Dr Priest respecting insane persons (3152)|Acknowledging receipt of Government general orders (3153)|Reporting the capture of five prisoners (3153)|Offers of accommodation at the muster to the Lieutenant Governor (3157)|Acknowledging receipt of letter for head quarters (3158)|Report of military being out in search of bushrangers (3159)|Report of Lieutenant Governor proclamation (3160)|Economy in public expenditure (3161)|Enclosing requisition for stores for hospital 3176 invalids (3162)|Respecting assigned servants (3163)|Allottment of ground at Launceston (3175)|Memo Colonel Sorell as to public works (3177)|As to the charge for supplying of fuel to the various departments (3179)|Relative to settlers applications for assigned servants (3182)|Enclosing letter from Major Ovens (3188)|Requisition for ball cartridge (3189)|Two donkeys sent from Sydney November 1824 (3181)|Land (7544),1824-1836,"Cameron , Given Name Not Recorded","312, 3176, 3171, 3152, 3153, 3153, 3157, 3158, 3159, 3160, 3161, 3162, 3163, 3175, 3177, 3179, 3182, 3188, 3189, 3181, 7544",1824-1836,,,,,,,Colonel,,
